id,productId,name,sale_price,original_price,default_style
3649,1847,Olive,null,46,0
3650,1847,Fuchsia,null,46,0
3651,1848,Fuchsia,null,615,1
3652,1849,Yellow,null,32,1
3653,1849,Turquoise,null,32,0
3654,1850,Green,null,373,1
3655,1850,Lime,null,200,0
3656,1851,Lime,null,460,1
3657,1852,Blue,null,735,1
3658,1852,Olive,null,735,0
3659,1853,Fuchsia,null,830,1
3660,1854,Cyan,null,663,1
3661,1854,Turquoise,null,663,0
3662,1854,Indigo,null,663,0
3663,1854,Maroon,null,663,0
3664,1855,Silver,null,637,1
3665,1855,Salmon,null,637,0
3666,1856,Green,null,580,1
3667,1856,Tan,493,580,0
3668,1856,Gold,null,580,0
3669,1857,Green,null,388,1
3670,1857,Fuchsia,null,388,0
3671,1857,Purple,null,388,0
3672,1859,Azure,null,381,1
3673,1859,Salmon,371,381,0
3674,1859,Mint green,null,301,0
3675,1860,Grey,null,183,1
3676,1860,Magenta,null,183,0
3677,1861,Teal,null,617,1
3678,1861,Orange,null,617,0
3679,1861,Green,null,617,0
3680,1861,Pink,null,617,0
3681,1862,Lavender,258,432,1
3682,1862,Lime,null,432,0
3683,1862,Sky blue,null,432,0
3684,1863,Ivory,null,17,1
3685,1864,Violet,null,152,1
3686,1864,Turquoise,null,186,0
3687,1864,Silver,null,152,0
3688,1865,Turquoise,null,380,1
3689,1865,Fuchsia,null,380,0
3690,1865,Red,null,380,0
3691,1865,Sky blue,null,380,0
3692,1865,Lavender,null,261,0
3693,1865,Azure,null,380,0
3694,1866,Gold,null,637,1
3695,1867,Azure,null,241,1
3696,1867,White,106,269,0
3697,1868,Red,null,983,1
3698,1868,Orange,null,983,0
3699,1868,Teal,null,983,0
3700,1868,Orange,null,983,0
3701,1869,Fuchsia,null,706,1
3702,1869,Lime,null,706,0
3703,1870,Plum,null,782,1
3704,1870,Red,null,782,0
3705,1871,Cyan,null,420,1
3706,1871,Black,null,420,0
3707,1872,Lavender,null,638,1
3708,1873,Maroon,null,375,1
3709,1874,Orchid,null,575,1
3710,1875,Ivory,null,379,1
3711,1875,Pink,null,226,0
3712,1876,Yellow,null,624,1
3713,1876,Lime,16,624,0
3714,1876,Sky blue,null,772,0
3715,1877,Plum,null,865,1
3716,1877,Magenta,null,508,0
3717,1877,Violet,79,488,0
3718,1877,Tan,null,865,0
3719,1878,Magenta,null,821,1
3720,1878,Black,null,821,0
3721,1879,Maroon,null,990,1
3722,1879,Pink,252,990,0
3723,1881,Tan,null,944,1
3724,1882,Red,null,254,1
3725,1882,Gold,null,254,0
3726,1883,Grey,null,434,1
3727,1883,Teal,null,434,0
3728,1883,Salmon,null,434,0
3729,1883,Cyan,null,434,0
3730,1883,Salmon,null,434,0
3731,1884,Maroon,null,479,1
3732,1885,Olive,null,407,1
3733,1886,Orchid,null,576,1
3734,1887,Mint green,null,629,1
3735,1887,Tan,null,629,0
3736,1887,Cyan,null,629,0
3737,1888,Lavender,null,611,1
3738,1889,Gold,null,935,1
3739,1889,Pink,null,935,0
3740,1890,Yellow,null,272,1
3741,1891,Teal,null,510,1
3742,1891,Magenta,null,512,0
3743,1892,Azure,null,196,1
3744,1892,Red,null,196,0
3745,1894,Azure,null,237,1
3746,1895,Green,null,513,1
3747,1895,White,null,287,0
3748,1897,Lime,null,180,1
3749,1897,Teal,null,180,0
3750,1897,Olive,105,180,0
3751,1898,Ivory,null,132,1
3752,1898,Indigo,null,132,0
3753,1898,Blue,7,168,0
3754,1898,Mint green,null,132,0
3755,1898,Blue,null,132,0
3756,1899,Olive,null,338,1
3757,1900,Magenta,null,120,1
3758,1900,Maroon,null,120,0
3759,1900,Cyan,null,90,0
3760,1900,Silver,null,120,0
3761,1900,Silver,null,120,0
3762,1900,Purple,null,120,0
3763,1901,Plum,null,413,1
3764,1902,Cyan,null,217,1
3765,1902,Pink,null,217,0
3766,1902,Red,null,217,0
3767,1903,Orange,null,55,1
3768,1903,Olive,null,89,0
3769,1904,Gold,null,400,1
3770,1905,Grey,null,97,1
3771,1905,Gold,null,97,0
3772,1905,Olive,null,97,0
3773,1906,Silver,null,235,1
3774,1906,Ivory,null,235,0
3775,1906,Purple,null,235,0
3776,1906,Indigo,null,235,0
3777,1906,Gold,null,235,0
3778,1907,Violet,null,532,1
3779,1908,Pink,null,424,1
3780,1908,Grey,null,314,0
3781,1908,Lavender,null,314,0
3782,1909,Lavender,387,750,1
3783,1910,Azure,null,822,1
3784,1910,Teal,766,822,0
3785,1910,Orchid,null,822,0
3786,1910,Violet,null,822,0
3787,1912,Purple,null,588,1
3788,1912,Cyan,null,588,0
3789,1912,Grey,null,588,0
3790,1913,Maroon,null,718,1
3791,1914,Red,null,611,1
3792,1914,Orange,null,611,0
3793,1915,Ivory,null,665,1
3794,1915,Orchid,null,665,0
3795,1916,Red,null,87,1
3796,1916,Lavender,null,87,0
3797,1917,Orange,425,865,1
3798,1919,Pink,null,560,1
3799,1919,Gold,null,560,0
3800,1920,Pink,null,275,1
3801,1920,Cyan,null,275,0
3802,1921,Lime,null,380,1
3803,1921,Black,292,380,0
3804,1921,Red,null,380,0
3805,1922,Indigo,null,798,1
3806,1923,Red,null,543,1
3807,1923,Fuchsia,null,543,0
3808,1923,Purple,null,543,0
3809,1923,Silver,null,543,0
3810,1926,Lavender,null,315,1
3811,1926,Fuchsia,null,291,0
3812,1927,Cyan,null,820,1
3813,1927,Black,null,820,0
3814,1931,Violet,null,583,1
3815,1931,Pink,null,517,0
3816,1931,White,null,583,0
3817,1931,Orchid,null,583,0
3818,1932,Purple,null,816,1
3819,1932,Fuchsia,null,816,0
3820,1932,Grey,715,816,0
3821,1932,Grey,null,816,0
3822,1932,Turquoise,null,816,0
3823,1933,Pink,null,630,1
3824,1933,Sky blue,null,418,0
3825,1936,Magenta,null,231,1
3826,1936,Pink,null,231,0
3827,1937,Tan,null,814,1
3828,1937,Cyan,null,814,0
3829,1938,Black,null,431,1
3830,1938,Orchid,null,431,0
3831,1938,Tan,null,431,0
3832,1939,Plum,314,919,1
3833,1939,Lavender,null,919,0
3834,1939,Magenta,null,1054,0
3835,1940,Silver,null,208,1
3836,1941,Green,null,364,1
3837,1941,Magenta,null,364,0
3838,1941,Sky blue,92,364,0
3839,1941,Lavender,null,364,0
3840,1942,Black,null,508,1
3841,1942,Cyan,null,508,0
3842,1943,Violet,null,931,1
3843,1943,Cyan,null,931,0
3844,1945,Pink,null,78,1
3845,1945,Black,null,78,0
3846,1946,Ivory,null,76,1
3847,1946,Teal,null,76,0
3848,1946,Lime,19,76,0
3849,1947,Pink,null,395,1
3850,1947,Black,null,395,0
3851,1951,Olive,null,195,1
3852,1951,Ivory,null,195,0
3853,1951,Pink,135,195,0
3854,1951,Yellow,null,195,0
3855,1952,Sky blue,null,128,1
3856,1952,Ivory,null,128,0
3857,1952,White,null,128,0
3858,1952,Fuchsia,null,128,0
3859,1952,Ivory,null,128,0
3860,1952,Plum,null,128,0
3861,1953,Magenta,null,188,1
3862,1953,Black,null,237,0
3863,1953,Blue,null,188,0
3864,1954,Orchid,null,690,1
3865,1954,Red,null,690,0
3866,1954,Grey,null,690,0
3867,1955,Sky blue,null,451,1
3868,1956,Azure,null,278,1
3869,1956,Black,144,278,0
3870,1956,Violet,null,278,0
3871,1956,Violet,null,278,0
3872,1956,Indigo,null,278,0
3873,1957,Red,null,145,1
3874,1957,Fuchsia,null,282,0
3875,1957,Grey,null,282,0
3876,1957,Pink,252,282,0
3877,1957,Indigo,null,282,0
3878,1959,Lime,172,212,1
3879,1959,Lavender,null,212,0
3880,1959,Orange,null,212,0
3881,1959,Cyan,null,212,0
3882,1960,Cyan,null,159,1
3883,1961,Indigo,null,291,1
3884,1962,Cyan,null,723,1
3885,1962,Orange,59,723,0
3886,1962,Yellow,null,723,0
3887,1962,Orchid,null,723,0
3888,1962,Turquoise,null,723,0
3889,1962,White,null,723,0
3890,1962,Pink,null,723,0
3891,1963,Red,null,367,1
3892,1963,Orange,null,367,0
3893,1963,Lavender,null,367,0
3894,1964,Magenta,null,645,1
3895,1964,Magenta,null,645,0
3896,1964,Azure,null,645,0
3897,1964,Lime,null,645,0
3898,1966,Blue,null,580,1
3899,1967,Mint green,null,180,1
3900,1968,Indigo,null,47,1
3901,1969,Silver,null,426,1
3902,1969,Yellow,null,560,0
3903,1971,Orchid,null,177,1
3904,1972,Black,null,784,1
3905,1972,Olive,144,784,0
3906,1973,Red,null,885,1
3907,1974,Salmon,96,220,1
3908,1974,Fuchsia,null,220,0
3909,1975,Olive,null,778,1
3910,1976,Cyan,null,971,1
3911,1976,Blue,null,971,0
3912,1976,Magenta,null,971,0
3913,1976,White,null,971,0
3914,1977,Blue,null,381,1
3915,1978,Gold,null,402,1
3916,1978,Salmon,null,402,0
3917,1978,Plum,null,402,0
3918,1978,Blue,null,402,0
3919,1979,Lime,null,119,1
3920,1979,Sky blue,null,119,0
3921,1979,Sky blue,null,104,0
3922,1979,Magenta,null,119,0
3923,1980,Violet,null,982,1
3924,1981,Fuchsia,null,87,1
3925,1981,Purple,null,87,0
3926,1981,Tan,null,87,0
3927,1981,Orchid,null,87,0
3928,1983,Maroon,null,681,1
3929,1983,Plum,28,560,0
3930,1983,Green,null,560,0
3931,1985,White,null,524,1
3932,1985,Indigo,null,524,0
3933,1986,Salmon,null,653,1
3934,1986,Black,318,653,0
3935,1987,Mint green,null,848,1
3936,1988,Black,null,182,1
3937,1988,Pink,null,182,0
3938,1989,Grey,15,212,1
3939,1989,Green,null,212,0
3940,1989,Purple,186,212,0
3941,1989,Fuchsia,null,212,0
3942,1989,Yellow,null,212,0
3943,1990,Sky blue,null,130,1
3944,1990,Red,null,130,0
3945,1991,Lavender,null,849,1
3946,1991,Green,null,849,0
3947,1992,Yellow,null,853,1
3948,1992,Cyan,null,853,0
3949,1992,Orchid,null,853,0
3950,1992,Gold,null,853,0
3951,1993,Ivory,null,732,1
3952,1993,Black,null,732,0
3953,1995,Azure,null,501,1
3954,1995,Teal,125,501,0
3955,1995,Red,null,501,0
3956,1995,Orchid,null,501,0
3957,1996,Violet,null,863,1
3958,1996,Tan,null,863,0
3959,1997,Silver,null,942,1
3960,1998,Teal,118,995,1
3961,1998,Sky blue,null,995,0
3962,1999,Teal,null,153,1
3963,1999,Black,null,153,0
3964,2000,Turquoise,null,466,1
3965,2001,Plum,null,10,1
3966,2001,White,null,12,0
3967,2001,Azure,5,10,0
3968,2002,Black,null,101,1
3969,2002,Turquoise,null,101,0
3970,2002,Magenta,null,101,0
3971,2003,Mint green,null,807,1
3972,2003,Maroon,null,807,0
3973,2003,Olive,null,807,0
3974,2003,Salmon,null,807,0
3975,2005,Mint green,null,456,1
3976,2005,Plum,null,456,0
3977,2005,Lavender,null,456,0
3978,2005,Tan,null,456,0
3979,2005,Fuchsia,null,552,0
3980,2005,Ivory,null,456,0
3981,2007,Plum,223,415,1
3982,2007,Turquoise,null,415,0
3983,2009,Orange,null,533,1
3984,2010,Red,null,466,1
3985,2011,Grey,null,895,1
3986,2011,Lime,null,895,0
3987,2012,Lime,null,10,1
3988,2012,Silver,null,10,0
3989,2012,Lavender,null,10,0
3990,2012,Indigo,null,10,0
3991,2012,Maroon,null,10,0
3992,2012,Blue,null,10,0
3993,2013,Black,null,917,1
3994,2013,Purple,498,917,0
3995,2013,Ivory,null,917,0
3996,2014,Gold,null,676,1
3997,2014,Black,null,676,0
3998,2014,Indigo,null,676,0
3999,2014,Plum,null,676,0
4000,2014,Magenta,null,676,0
4001,2014,Plum,null,676,0
4002,2015,Lavender,null,501,1
4003,2015,Salmon,null,501,0
4004,2015,Indigo,null,506,0
4005,2015,Orchid,null,501,0
4006,2015,Tan,null,501,0
4007,2015,Cyan,null,501,0
4008,2016,Maroon,null,464,1
4009,2016,Red,null,464,0
4010,2016,Azure,null,464,0
4011,2017,Maroon,null,582,1
4012,2019,Turquoise,null,310,1
4013,2020,Maroon,null,2,1
4014,2021,Turquoise,null,200,1
4015,2022,Plum,null,665,1
4016,2022,Green,297,665,0
4017,2024,Black,null,883,1
4018,2024,Teal,null,883,0
4019,2024,Lavender,null,883,0
4020,2025,Fuchsia,58,125,1
4021,2025,Lavender,null,125,0
4022,2025,Salmon,92,125,0
4023,2026,White,null,292,1
4024,2026,Green,null,292,0
4025,2028,Teal,null,259,1
4026,2029,Yellow,null,851,1
4027,2029,Plum,null,851,0
4028,2029,White,null,851,0
4029,2030,Teal,null,28,1
4030,2030,Cyan,null,28,0
4031,2030,Magenta,null,28,0
4032,2031,Maroon,15,66,1
4033,2033,Purple,null,148,1
4034,2033,Blue,null,267,0
4035,2033,Orchid,null,267,0
4036,2033,Mint green,null,267,0
4037,2033,Purple,null,267,0
4038,2034,Pink,null,284,1
4039,2034,Mint green,null,284,0
4040,2035,Purple,null,741,1
4041,2035,Lime,18,419,0
4042,2035,Magenta,null,741,0
4043,2036,Yellow,null,248,1
4044,2036,Green,null,248,0
4045,2037,Teal,129,198,1
4046,2037,Tan,null,204,0
4047,2037,Salmon,null,345,0
4048,2038,Tan,null,810,1
4049,2038,Mint green,null,706,0
4050,2039,Red,null,195,1
4051,2039,Tan,null,195,0
4052,2042,Teal,21,32,1
4053,2042,Salmon,null,32,0
4054,2042,Turquoise,null,32,0
4055,2043,Gold,null,517,1
4056,2043,Grey,null,517,0
4057,2044,Pink,null,851,1
4058,2044,Maroon,456,851,0
4059,2044,Tan,null,851,0
4060,2044,Ivory,300,851,0
4061,2044,Green,null,851,0
4062,2044,Purple,null,851,0
4063,2044,Orange,null,851,0
4064,2044,Red,null,851,0
4065,2047,Red,null,299,1
4066,2047,Violet,null,360,0
4067,2047,Sky blue,null,463,0
4068,2048,Teal,15,30,1
4069,2048,Purple,null,30,0
4070,2048,Azure,null,30,0
4071,2049,Blue,null,675,1
4072,2049,Lime,714,951,0
4073,2051,Azure,null,798,1
4074,2051,Violet,null,681,0
4075,2052,Red,null,252,1
4076,2052,Teal,null,252,0
4077,2052,Sky blue,null,252,0
4078,2053,Lavender,93,104,1
4079,2053,Gold,null,104,0
4080,2053,Fuchsia,null,113,0
4081,2054,Violet,null,961,1
4082,2054,Silver,null,961,0
4083,2054,Orange,null,961,0
4084,2055,Blue,null,938,1
4085,2056,Magenta,null,1215,1
4086,2057,Lavender,null,736,1
4087,2057,Turquoise,null,736,0
4088,2059,Mint green,null,213,1
4089,2059,Sky blue,null,285,0
4090,2060,Gold,null,261,1
4091,2060,Violet,null,261,0
4092,2060,Orange,null,261,0
4093,2061,Lime,72,655,1
4094,2061,Mint green,null,655,0
4095,2061,Ivory,null,655,0
4096,2063,Black,null,428,1
4097,2063,Fuchsia,null,428,0
4098,2064,Blue,null,36,1
4099,2064,Azure,null,36,0
4100,2065,Azure,176,183,1
4101,2065,Pink,null,183,0
4102,2066,Ivory,null,109,1
4103,2066,Black,null,92,0
4104,2066,Olive,null,92,0
4105,2066,White,null,92,0
4106,2066,Green,null,92,0
4107,2067,Plum,null,1004,1
4108,2067,Indigo,null,789,0
4109,2069,Black,null,848,1
4110,2070,Purple,null,1059,1
4111,2070,Fuchsia,null,958,0
4112,2070,Violet,null,958,0
4113,2070,Purple,null,958,0
4114,2070,Teal,null,958,0
4115,2071,Azure,null,869,1
4116,2072,Purple,null,747,1
4117,2072,Ivory,null,747,0
4118,2072,Turquoise,null,419,0
4119,2073,Violet,null,559,1
4120,2074,Mint green,null,112,1
4121,2074,Sky blue,null,112,0
4122,2074,Sky blue,null,112,0
4123,2074,Sky blue,null,112,0
4124,2075,Lime,null,117,1
4125,2075,Azure,12,117,0
4126,2076,Black,null,298,1
4127,2077,Azure,null,780,1
4128,2078,Lime,null,898,1
4129,2078,Green,null,641,0
4130,2079,Black,null,170,1
4131,2079,White,null,170,0
4132,2079,Black,null,170,0
4133,2079,Violet,null,170,0
4134,2080,Red,null,300,1
4135,2080,Orchid,null,300,0
4136,2080,White,null,300,0
4137,2080,Violet,null,300,0
4138,2080,Mint green,null,300,0
4139,2081,Magenta,null,890,1
4140,2083,White,null,341,1
4141,2083,Orange,null,341,0
4142,2083,Fuchsia,null,341,0
4143,2084,Maroon,null,161,1
4144,2084,Blue,null,161,0
4145,2084,Sky blue,130,161,0
4146,2084,Blue,null,161,0
4147,2086,Maroon,null,505,1
4148,2086,Fuchsia,213,609,0
4149,2086,Violet,null,505,0
4150,2086,Gold,147,505,0
4151,2087,Maroon,null,706,1
4152,2088,Indigo,null,65,1
4153,2088,Sky blue,null,65,0
4154,2088,Fuchsia,null,65,0
4155,2088,Sky blue,null,65,0
4156,2089,Magenta,null,51,1
4157,2089,Green,null,51,0
4158,2090,Magenta,null,468,1
4159,2090,Azure,null,468,0
4160,2091,Black,null,127,1
4161,2093,Gold,null,65,1
4162,2093,Blue,null,65,0
4163,2093,Pink,null,65,0
4164,2093,Turquoise,null,65,0
4165,2093,Indigo,null,65,0
4166,2095,Black,null,459,1
4167,2095,Azure,null,459,0
4168,2096,Fuchsia,null,911,1
4169,2096,Grey,null,911,0
4170,2097,Tan,null,884,1
4171,2097,Purple,null,884,0
4172,2097,Grey,null,884,0
4173,2098,Lavender,null,482,1
4174,2098,Pink,null,324,0
4175,2099,Lime,null,987,1
4176,2099,Pink,null,987,0
4177,2099,Teal,null,987,0
4178,2100,Yellow,null,467,1
4179,2100,White,null,906,0
4180,2101,Purple,null,146,1
4181,2103,Teal,null,19,1
4182,2103,Pink,null,19,0
4183,2103,Orchid,null,19,0
4184,2104,Red,null,286,1
4185,2104,Indigo,null,286,0
4186,2104,Red,null,286,0
4187,2104,White,null,286,0
4188,2105,Mint green,null,495,1
4189,2105,Ivory,null,292,0
4190,2106,Tan,2,133,1
4191,2106,Orange,null,133,0
4192,2106,Yellow,null,133,0
4193,2106,Mint green,null,99,0
4194,2107,Grey,405,440,1
4195,2107,Pink,null,528,0
4196,2108,Tan,null,484,1
4197,2108,Black,null,484,0
4198,2109,Turquoise,71,323,1
4199,2109,Black,null,323,0
4200,2112,Magenta,null,336,1
4201,2112,Violet,155,336,0
4202,2113,Silver,null,169,1
4203,2113,Purple,33,169,0
4204,2113,Plum,null,169,0
4205,2114,Lavender,null,130,1
4206,2114,Sky blue,null,130,0
4207,2117,Ivory,null,669,1
4208,2117,Pink,191,669,0
4209,2119,Sky blue,null,89,1
4210,2119,Indigo,null,89,0
4211,2120,Teal,353,453,1
4212,2120,Green,null,453,0
4213,2120,Gold,274,453,0
4214,2121,Yellow,null,76,1
4215,2121,Fuchsia,null,76,0
4216,2121,Grey,null,76,0
4217,2121,Green,48,76,0
4218,2123,Green,null,929,1
4219,2125,Mint green,null,492,1
4220,2125,Violet,null,492,0
4221,2126,Violet,null,490,1
4222,2126,Blue,null,490,0
4223,2126,Ivory,null,490,0
4224,2127,Ivory,null,485,1
4225,2127,Azure,null,485,0
4226,2127,Ivory,null,485,0
4227,2127,Azure,null,485,0
4228,2128,Turquoise,null,922,1
4229,2128,Maroon,null,922,0
4230,2128,Purple,null,922,0
4231,2128,Teal,null,922,0
4232,2128,Maroon,null,922,0
4233,2129,Lime,null,651,1
4234,2129,Purple,null,651,0
4235,2129,Grey,null,569,0
4236,2131,Lime,null,401,1
4237,2131,Salmon,null,401,0
4238,2132,Silver,null,157,1
4239,2132,Magenta,null,157,0
4240,2132,Fuchsia,null,157,0
4241,2132,Ivory,null,157,0
4242,2134,Plum,null,200,1
4243,2134,Indigo,null,200,0
4244,2134,Yellow,null,200,0
4245,2137,Mint green,null,1053,1
4246,2137,Ivory,null,773,0
4247,2138,Red,null,32,1
4248,2139,Cyan,null,594,1
4249,2141,Gold,null,136,1
4250,2141,Mint green,null,136,0
4251,2141,Turquoise,null,136,0
4252,2141,Green,null,136,0
4253,2142,Indigo,null,360,1
4254,2144,Magenta,null,665,1
4255,2144,Silver,null,665,0
4256,2145,Cyan,null,707,1
4257,2146,Violet,null,171,1
4258,2146,White,null,171,0
4259,2148,Sky blue,null,738,1
4260,2148,Violet,382,738,0
4261,2149,Salmon,null,841,1
4262,2149,Violet,null,841,0
4263,2149,Blue,null,841,0
4264,2150,Blue,null,745,1
4265,2150,Turquoise,null,555,0
4266,2151,Grey,null,466,1
4267,2152,Plum,null,457,1
4268,2152,Silver,null,584,0
4269,2152,Silver,null,457,0
4270,2152,Mint green,null,387,0
4271,2152,Grey,null,514,0
4272,2153,Azure,null,241,1
4273,2154,Teal,null,518,1
4274,2155,Yellow,null,865,1
4275,2155,Blue,null,865,0
4276,2156,Teal,null,346,1
4277,2157,Teal,null,227,1
4278,2157,Red,null,227,0
4279,2159,Olive,null,886,1
4280,2159,Tan,null,886,0
4281,2160,Tan,null,517,1
4282,2160,Mint green,null,517,0
4283,2162,Tan,21,35,1
4284,2162,Blue,2,35,0
4285,2164,Lime,null,531,1
4286,2165,Olive,null,991,1
4287,2165,Grey,null,991,0
4288,2166,Olive,null,218,1
4289,2166,Silver,null,218,0
4290,2167,Cyan,null,48,1
4291,2167,Plum,null,31,0
4292,2169,Fuchsia,50,577,1
4293,2170,Olive,null,39,1
4294,2170,Azure,null,59,0
4295,2171,Black,null,411,1
4296,2171,Maroon,null,411,0
4297,2171,Indigo,null,411,0
4298,2172,Plum,null,263,1
4299,2173,Lavender,null,691,1
4300,2173,Lime,null,691,0
4301,2173,White,null,691,0
4302,2175,Lime,null,91,1
4303,2175,Purple,74,91,0
4304,2175,Ivory,89,91,0
4305,2175,Orchid,null,91,0
4306,2176,Sky blue,null,122,1
4307,2176,Orange,null,82,0
4308,2176,Turquoise,null,122,0
4309,2178,Cyan,null,304,1
4310,2178,Orange,null,304,0
4311,2179,Azure,null,366,1
4312,2180,Pink,null,231,1
4313,2181,Azure,3,13,1
4314,2181,Lavender,null,13,0
4315,2183,Magenta,412,904,1
4316,2184,Tan,null,275,1
4317,2184,Silver,null,275,0
4318,2185,Ivory,null,575,1
4319,2185,Sky blue,null,473,0
4320,2186,Blue,279,513,1
4321,2186,Lavender,null,463,0
4322,2187,Maroon,null,365,1
4323,2187,Salmon,null,365,0
4324,2188,Salmon,null,49,1
4325,2188,Salmon,33,49,0
4326,2188,Lavender,null,49,0
4327,2188,Turquoise,null,49,0
4328,2189,Blue,null,582,1
4329,2189,Orchid,null,582,0
4330,2189,Azure,23,582,0
4331,2190,Orange,null,41,1
4332,2190,Black,null,41,0
4333,2191,Violet,null,471,1
4334,2192,Green,null,713,1
4335,2192,Indigo,null,713,0
4336,2193,White,null,501,1
4337,2194,Lime,null,782,1
4338,2194,Pink,266,782,0
4339,2194,Fuchsia,null,782,0
4340,2194,Green,null,782,0
4341,2195,Maroon,null,566,1
4342,2195,Orange,null,566,0
4343,2196,Maroon,null,690,1
4344,2197,Yellow,null,500,1
4345,2197,Lavender,null,458,0
4346,2197,White,null,320,0
4347,2197,Violet,null,458,0
4348,2198,Lavender,null,683,1
4349,2198,Red,null,683,0
4350,2200,Silver,null,106,1
4351,2200,Magenta,null,106,0
4352,2200,White,null,106,0
4353,2201,Gold,null,8,1
4354,2201,Maroon,null,10,0
4355,2201,Purple,null,8,0
4356,2201,Red,null,8,0
4357,2202,Green,null,489,1
4358,2202,Plum,null,358,0
4359,2202,Azure,null,358,0
4360,2202,Tan,null,358,0
4361,2203,Black,null,628,1
4362,2203,Pink,90,628,0
4363,2203,Orange,48,628,0
4364,2203,Olive,null,628,0
4365,2204,Red,null,592,1
4366,2204,Violet,462,592,0
4367,2205,Red,null,884,1
4368,2205,Blue,null,591,0
4369,2205,Red,null,591,0
4370,2207,Ivory,null,720,1
4371,2208,Magenta,null,990,1
4372,2208,Tan,null,990,0
4373,2208,Ivory,null,990,0
4374,2208,Azure,null,990,0
4375,2209,Plum,null,452,1
4376,2210,Teal,null,858,1
4377,2211,Mint green,null,935,1
4378,2211,Plum,null,935,0
4379,2211,Lavender,null,935,0
4380,2211,Plum,null,935,0
4381,2212,Teal,null,661,1
4382,2212,Grey,null,661,0
4383,2212,Gold,null,661,0
4384,2212,Gold,null,661,0
4385,2212,Orange,null,589,0
4386,2212,Pink,null,661,0
4387,2215,Maroon,null,991,1
4388,2215,Azure,417,991,0
4389,2215,Silver,null,991,0
4390,2216,Olive,null,763,1
4391,2216,Fuchsia,null,529,0
4392,2216,Gold,null,763,0
4393,2217,Violet,null,770,1
4394,2217,Grey,222,770,0
4395,2217,Orange,null,770,0
4396,2218,Mint green,null,218,1
4397,2218,Azure,121,218,0
4398,2219,Fuchsia,null,572,1
4399,2220,Violet,null,292,1
4400,2221,Lime,null,843,1
4401,2221,Yellow,null,843,0
4402,2223,Green,null,818,1
4403,2223,Orchid,null,818,0
4404,2223,Maroon,null,818,0
4405,2224,Indigo,null,939,1
4406,2225,Maroon,null,633,1
4407,2225,Yellow,null,633,0
4408,2225,Lavender,null,633,0
4409,2226,Plum,null,997,1
4410,2226,Sky blue,null,997,0
4411,2226,Magenta,null,997,0
4412,2228,Orchid,null,469,1
4413,2228,White,null,469,0
4414,2228,Orange,null,469,0
4415,2228,Plum,null,469,0
4416,2230,Fuchsia,null,255,1
4417,2230,Cyan,null,255,0
4418,2231,Violet,null,722,1
4419,2231,Green,null,722,0
4420,2231,Red,null,722,0
4421,2232,Ivory,null,473,1
4422,2234,Orange,null,1048,1
4423,2234,Orange,null,800,0
4424,2234,Purple,null,800,0
4425,2234,Orange,null,800,0
4426,2234,Lime,null,800,0
4427,2235,Purple,null,46,1
4428,2235,Green,null,46,0
4429,2235,Purple,null,46,0
4430,2235,White,null,40,0
4431,2236,Olive,null,613,1
4432,2236,Grey,null,613,0
4433,2237,Sky blue,null,196,1
4434,2238,Maroon,null,195,1
4435,2238,Gold,null,194,0
4436,2238,Lavender,null,194,0
4437,2239,Turquoise,null,363,1
4438,2239,Azure,null,363,0
4439,2239,Orange,304,363,0
4440,2240,Green,null,257,1
4441,2240,Grey,null,257,0
4442,2240,Turquoise,null,257,0
4443,2241,Azure,null,663,1
4444,2241,Azure,null,409,0
4445,2241,Purple,null,663,0
4446,2241,Silver,null,783,0
4447,2243,Magenta,null,845,1
4448,2243,Teal,null,753,0
4449,2244,Orchid,null,205,1
4450,2246,Plum,null,455,1
4451,2246,Sky blue,null,456,0
4452,2246,Azure,null,455,0
4453,2248,Pink,null,584,1
4454,2248,Fuchsia,null,584,0
4455,2248,Azure,null,584,0
4456,2249,Gold,null,41,1
4457,2250,White,450,726,1
4458,2251,Tan,null,298,1
4459,2253,Grey,null,884,1
4460,2254,Blue,null,631,1
4461,2255,Yellow,null,312,1
4462,2255,Blue,null,312,0
4463,2257,Pink,null,383,1
4464,2257,Maroon,null,383,0
4465,2257,Yellow,null,383,0
4466,2259,Yellow,null,96,1
4467,2259,Grey,null,96,0
4468,2259,Lavender,null,94,0
4469,2259,Cyan,null,96,0
4470,2260,Cyan,null,171,1
4471,2260,Sky blue,null,192,0
4472,2260,Sky blue,null,171,0
4473,2261,Salmon,null,993,1
4474,2261,Blue,null,993,0
4475,2263,Black,null,772,1
4476,2263,Maroon,null,958,0
4477,2263,Lime,null,772,0
4478,2263,Lavender,null,772,0
4479,2263,Maroon,null,772,0
4480,2264,Olive,null,756,1
4481,2266,Sky blue,null,137,1
4482,2266,Cyan,null,137,0
4483,2266,Tan,null,137,0
4484,2266,Pink,null,137,0
4485,2267,Blue,null,249,1
4486,2267,Pink,214,249,0
4487,2267,Lime,null,249,0
4488,2270,Indigo,481,490,1
4489,2271,Purple,null,890,1
4490,2271,Maroon,null,890,0
4491,2271,White,null,890,0
4492,2272,Olive,null,624,1
4493,2272,Plum,null,624,0
4494,2272,White,null,624,0
4495,2273,Green,null,605,1
4496,2274,Grey,null,378,1
4497,2275,Olive,null,75,1
4498,2275,Lime,null,75,0
4499,2275,Tan,null,75,0
4500,2277,Orange,null,777,1
4501,2277,Purple,null,777,0
